Title,Region,City,Category,Sub-Category,Sales(USD),Quantity(Units),Discount(Sum),Profit(USD),Profit_Margin(%)
,"('West',)",Aurora,Office Supplies,Labels,772.11,18,0.4,292.78,37.92
,"('West',)",Aurora,Office Supplies,Paper,525.17,35,1.4,199.95,38.07
,"('West',)",Aurora,Office Supplies,Storage,1645.86,27,0.8,44.92,2.73
,"('West',)",Aurora,Office Supplies,Supplies,64.9,14,0.4,1.73,2.67
,"('West',)",Aurora,Technology,Accessories,1264.58,48,1.6,160.06,12.66
,"('West',)",Aurora,Technology,Phones,1408.25,27,2.0,144.42,10.26
,"('West',)",Brentwood,Office Supplies,Art,3.36,2,0.0,0.87,25.89
,"('West',)",Brentwood,Office Supplies,Binders,1777.19,15,0.6,831.16,46.77
,"('West',)",Brentwood,Office Supplies,Fasteners,30.4,5,0.0,15.2,50.0
,"('West',)",Brentwood,Office Supplies,Paper,16.5,2,0.2,5.57,33.76
,"('West',)",Brentwood,Office Supplies,Storage,1352.18,14,0.0,104.57,7.73
,"('West',)",Brentwood,Technology,Accessories,79.9,2,0.0,35.16,44.01
,"('West',)",Brentwood,Technology,Phones,1545.82,13,0.4,316.03,20.44
,"('West',)",Broomfield,Furniture,Bookcases,77.73,2,0.2,-3.89,-5.0
,"('West',)",Broomfield,Furniture,Chairs,4622.64,17,0.7,492.59,10.66
,"('West',)",Broomfield,Furniture,Tables,2219.77,8,0.4,479.38,21.6
,"('West',)",Broomfield,Office Supplies,Appliances,309.46,9,0.2,34.81,11.25
,"('West',)",Broomfield,Office Supplies,Art,53.7,12,0.2,13.33,24.82
,"('West',)",Broomfield,Office Supplies,Binders,106.9,24,4.4,-109.24,-102.19
,"('West',)",Broomfield,Office Supplies,Paper,85.41,11,0.2,35.79,41.9
,"('West',)",Broomfield,Office Supplies,Storage,59.19,9,0.4,0.67,1.13
,"('West',)",Broomfield,Technology,Accessories,1012.68,3,0.2,303.8,30.0
,"('West',)",Broomfield,Technology,Phones,150.38,2,0.2,15.04,10.0
,"('West',)",Carlsbad,Furniture,Furnishings,241.27,11,0.0,55.71,23.09
,"('West',)",Carlsbad,Office Supplies,Art,40.59,5,0.0,12.06,29.71
,"('West',)",Carlsbad,Office Supplies,Binders,40.2,5,0.0,18.09,45.0
,"('West',)",Carlsbad,Office Supplies,Envelopes,28.4,5,0.0,13.35,47.01
,"('West',)",Carlsbad,Office Supplies,Labels,61.77,11,0.0,28.64,46.37
,"('West',)",Carlsbad,Office Supplies,Paper,82.22,9,0.0,37.4,45.49
,"('West',)",Carlsbad,Office Supplies,Storage,821.18,13,0.2,48.34,5.89
,"('West',)",Carlsbad,Technology,Accessories,338.43,9,0.4,83.58,24.7
,"('West',)",Carlsbad,Technology,Phones,1479.86,17,0.6,158.36,10.7
,"('West',)",Colorado Springs,Furniture,Chairs,1236.27,9,0.7,-65.44,-5.29
,"('West',)",Colorado Springs,Furniture,Furnishings,1087.04,19,0.8,33.44,3.08
,"('West',)",Colorado Springs,Furniture,Tables,623.68,5,0.7,-210.61,-33.77
,"('West',)",Colorado Springs,Office Supplies,Art,8.55,4,0.2,1.95,22.81
,"('West',)",Colorado Springs,Office Supplies,Binders,343.99,26,3.3,-192.95,-56.09
,"('West',)",Colorado Springs,Office Supplies,Fasteners,27.55,3,0.2,9.3,33.76
,"('West',)",Colorado Springs,Office Supplies,Paper,124.88,4,0.4,43.71,35.0
,"('West',)",Colorado Springs,Technology,Accessories,204.55,9,0.0,78.81,38.53
,"('West',)",Colorado Springs,Technology,Phones,1359.96,5,0.2,119.0,8.75
,"('West',)",Concord,Furniture,Chairs,1356.5,11,0.8,-50.27,-3.71
,"('West',)",Concord,Furniture,Furnishings,674.59,20,0.0,146.52,21.72
,"('West',)",Concord,Office Supplies,Art,15.55,3,0.2,2.33,14.98
,"('West',)",Concord,Office Supplies,Binders,11468.17,22,0.4,5549.14,48.39
,"('West',)",Concord,Office Supplies,Envelopes,21.84,3,0.0,10.48,47.99
,"('West',)",Concord,Office Supplies,Fasteners,5.04,3,0.0,0.2,3.97
,"('West',)",Concord,Office Supplies,Labels,27.72,9,0.0,13.31,48.02
,"('West',)",Concord,Office Supplies,Paper,138.04,10,0.0,63.21,45.79
,"('West',)",Concord,Office Supplies,Storage,404.9,5,0.0,16.2,4.0
,"('West',)",Concord,Technology,Accessories,29.99,1,0.0,6.3,21.01
,"('West',)",Costa Mesa,Furniture,Chairs,1487.04,5,0.2,148.7,10.0
,"('West',)",Costa Mesa,Furniture,Furnishings,532.81,11,0.0,151.32,28.4
,"('West',)",Costa Mesa,Office Supplies,Appliances,270.72,3,0.0,78.51,29.0
,"('West',)",Costa Mesa,Office Supplies,Art,31.02,9,0.0,10.52,33.91
,"('West',)",Costa Mesa,Office Supplies,Binders,6.1,2,0.2,2.13,34.92
,"('West',)",Costa Mesa,Technology,Accessories,239.97,3,0.0,26.4,11.0
,"('West',)",Denver,Furniture,Bookcases,362.63,4,0.15,59.58,16.43
,"('West',)",Denver,Furniture,Chairs,389.97,3,0.0,35.1,9.0
,"('West',)",Denver,Furniture,Furnishings,105.13,5,0.2,26.96,25.64
,"('West',)",Denver,Furniture,Tables,218.75,2,0.5,-161.88,-74.0
,"('West',)",Denver,Office Supplies,Appliances,389.81,10,0.6,74.03,18.99
,"('West',)",Denver,Office Supplies,Binders,825.35,33,1.8,-179.29,-21.72
,"('West',)",Denver,Office Supplies,Envelopes,116.92,11,0.2,41.08,35.14
,"('West',)",Denver,Office Supplies,Fasteners,26.7,7,0.2,12.0,44.94
,"('West',)",Denver,Office Supplies,Labels,59.22,19,0.0,28.43,48.01
,"('West',)",Denver,Office Supplies,Paper,364.44,15,0.2,174.01,47.75
,"('West',)",Denver,Office Supplies,Storage,1469.94,19,0.2,26.49,1.8
,"('West',)",Denver,Office Supplies,Supplies,55.6,4,0.0,16.12,28.99
,"('West',)",Denver,Technology,Accessories,913.93,7,0.0,60.01,6.57
,"('West',)",Denver,Technology,Phones,1825.09,18,1.4,-66.88,-3.66
,"('West',)",Des Moines,Furniture,Furnishings,77.95,3,0.2,12.67,16.25
,"('West',)",Des Moines,Office Supplies,Art,9.34,2,0.2,1.17,12.53
,"('West',)",Des Moines,Office Supplies,Binders,95.97,5,0.7,-73.58,-76.67
,"('West',)",Des Moines,Technology,Accessories,23.47,3,0.2,4.99,21.26
,"('West',)",Des Moines,Technology,Copiers,1799.97,3,0.0,701.99,39.0
,"('West',)",Des Moines,Technology,Phones,351.96,4,0.4,36.96,10.5
,"('West',)",Escondido,Office Supplies,Art,53.94,3,0.0,15.64,29.0
,"('West',)",Escondido,Office Supplies,Paper,74.35,3,0.2,23.23,31.24
,"('West',)",Escondido,Technology,Phones,201.58,2,0.2,20.16,10.0
,"('West',)",Fairfield,Office Supplies,Binders,38.72,7,1.1,8.26,21.33
,"('West',)",Fairfield,Office Supplies,Supplies,20.61,2,0.2,-4.38,-21.25
,"('West',)",Fairfield,Technology,Copiers,959.97,4,0.2,120.0,12.5
,"('West',)",Fairfield,Technology,Phones,623.96,5,0.2,39.0,6.25
,"('West',)",Fort Collins,Furniture,Tables,1137.75,5,0.0,250.31,22.0
,"('West',)",Fort Collins,Office Supplies,Appliances,73.16,6,0.8,-186.57,-255.02
,"('West',)",Fort Collins,Office Supplies,Art,9.32,4,0.0,2.54,27.25
,"('West',)",Fort Collins,Office Supplies,Binders,99.68,5,0.2,32.4,32.5
,"('West',)",Fort Collins,Office Supplies,Envelopes,25.71,5,0.2,10.54,41.0
,"('West',)",Fort Collins,Office Supplies,Paper,306.67,14,0.0,148.97,48.58
,"('West',)",Fort Collins,Office Supplies,Supplies,93.5,7,0.0,27.19,29.08
,"('West',)",Fort Collins,Technology,Accessories,27.7,3,0.2,3.46,12.49
,"('West',)",Fort Collins,Technology,Phones,507.09,6,0.4,40.93,8.07
,"('West',)",Fresno,Furniture,Bookcases,254.97,3,0.15,12.0,4.71
,"('West',)",Fresno,Furniture,Furnishings,63.94,1,0.0,24.94,39.01
,"('West',)",Fresno,Furniture,Tables,5769.41,24,0.8,271.39,4.7
,"('West',)",Fresno,Office Supplies,Appliances,176.04,4,0.0,45.77,26.0
,"('West',)",Fresno,Office Supplies,Art,32.7,15,0.0,8.83,27.0
,"('West',)",Fresno,Office Supplies,Binders,447.84,26,1.2,140.64,31.4
,"('West',)",Fresno,Office Supplies,Envelopes,6.12,3,0.0,2.88,47.06
,"('West',)",Fresno,Office Supplies,Labels,5.76,2,0.0,2.82,48.96
,"('West',)",Fresno,Office Supplies,Paper,292.61,11,0.2,125.2,42.79
,"('West',)",Fresno,Office Supplies,Storage,1987.5,9,0.4,316.11,15.9
,"('West',)",Fresno,Office Supplies,Supplies,22.72,4,0.0,6.59,29.01
,"('West',)",Fresno,Technology,Accessories,1303.59,20,0.4,208.02,15.96
,"('West',)",Fresno,Technology,Copiers,479.98,2,0.2,60.0,12.5
,"('West',)",Fresno,Technology,Phones,211.17,4,0.2,15.84,7.5
,"('West',)",Gilbert,Furniture,Bookcases,6294.58,15,0.9,80.24,1.27
,"('West',)",Gilbert,Furniture,Chairs,901.72,4,0.1,177.35,19.67
,"('West',)",Gilbert,Furniture,Furnishings,404.96,10,0.4,-25.4,-6.27
,"('West',)",Gilbert,Office Supplies,Appliances,471.64,9,0.8,-1179.18,-250.02
,"('West',)",Gilbert,Office Supplies,Art,1152.98,15,0.2,125.56,10.89
,"('West',)",Gilbert,Office Supplies,Binders,30.25,15,2.1,-23.54,-77.82
,"('West',)",Gilbert,Office Supplies,Labels,87.71,7,0.0,41.22,47.0
,"('West',)",Gilbert,Office Supplies,Paper,154.51,9,0.2,72.03,46.62
,"('West',)",Gilbert,Office Supplies,Storage,191.87,11,0.2,8.91,4.64
,"('West',)",Gilbert,Technology,Accessories,1043.85,8,0.2,265.76,25.46
,"('West',)",Gilbert,Technology,Phones,783.72,13,0.2,224.53,28.65
,"('West',)",Glendale,Furniture,Chairs,838.83,11,0.5,-129.91,-15.49
,"('West',)",Glendale,Furniture,Furnishings,180.14,10,0.8,7.52,4.17
,"('West',)",Glendale,Office Supplies,Appliances,427.53,6,0.8,-56.97,-13.33
,"('West',)",Glendale,Office Supplies,Art,20.26,7,0.0,5.42,26.75
,"('West',)",Glendale,Office Supplies,Binders,163.94,20,1.8,53.56,32.67
,"('West',)",Glendale,Office Supplies,Fasteners,28.44,9,0.2,4.27,15.01
,"('West',)",Glendale,Office Supplies,Labels,23.04,8,0.0,11.29,49.0
,"('West',)",Glendale,Office Supplies,Paper,802.36,23,0.4,371.6,46.31
,"('West',)",Glendale,Office Supplies,Storage,266.53,18,0.0,57.95,21.74
,"('West',)",Glendale,Technology,Accessories,161.45,7,0.2,65.73,40.71
,"('West',)",Glendale,Technology,Copiers,1499.95,5,0.0,449.98,30.0
,"('West',)",Glendale,Technology,Machines,599.99,5,0.7,-479.99,-80.0
,"('West',)",Glendale,Technology,Phones,2395.44,10,0.6,382.08,15.95
,"('West',)",Hesperia,Furniture,Tables,351.22,3,0.2,4.39,1.25
,"('West',)",Hesperia,Office Supplies,Art,145.64,19,0.6,26.81,18.41
,"('West',)",Hesperia,Office Supplies,Binders,2045.5,8,0.2,924.91,45.22
,"('West',)",Hesperia,Office Supplies,Labels,9.86,4,0.2,3.45,34.99
,"('West',)",Hesperia,Office Supplies,Paper,45.36,7,0.0,21.77,47.99
,"('West',)",Hesperia,Technology,Accessories,354.23,8,0.0,111.27,31.41
,"('West',)",Hesperia,Technology,Machines,479.99,2,0.4,56.0,11.67
,"('West',)",Hesperia,Technology,Phones,3065.48,15,0.6,299.95,9.78
,"('West',)",Huntington Beach,Furniture,Bookcases,1200.11,6,0.52,-52.2,-4.35
,"('West',)",Huntington Beach,Furniture,Chairs,4058.49,14,0.9,-15.93,-0.39
,"('West',)",Huntington Beach,Furniture,Furnishings,75.33,10,0.2,31.37,41.64
,"('West',)",Huntington Beach,Furniture,Tables,933.26,4,0.45,-458.15,-49.09
,"('West',)",Huntington Beach,Office Supplies,Appliances,394.82,4,0.2,93.77,23.75
,"('West',)",Huntington Beach,Office Supplies,Art,100.08,10,0.2,26.26,26.24
,"('West',)",Huntington Beach,Office Supplies,Binders,103.42,11,0.9,16.35,15.81
,"('West',)",Huntington Beach,Office Supplies,Fasteners,11.84,8,0.0,5.68,47.97
,"('West',)",Huntington Beach,Office Supplies,Labels,44.4,3,0.0,22.2,50.0
,"('West',)",Huntington Beach,Office Supplies,Supplies,3.33,2,0.2,0.42,12.61
,"('West',)",Huntington Beach,Technology,Accessories,239.94,6,0.2,28.99,12.08
,"('West',)",Huntington Beach,Technology,Machines,3999.95,5,0.0,1159.99,29.0
,"('West',)",Inglewood,Office Supplies,Appliances,47.62,7,0.4,4.32,9.07
,"('West',)",Inglewood,Office Supplies,Art,5.98,1,0.0,1.55,25.92
,"('West',)",Inglewood,Office Supplies,Binders,29.37,7,0.8,-47.0,-160.03
,"('West',)",Inglewood,Office Supplies,Fasteners,31.56,5,0.2,9.86,31.24
,"('West',)",Inglewood,Office Supplies,Paper,8.82,2,0.0,4.06,46.03
,"('West',)",Inglewood,Office Supplies,Storage,276.28,2,0.0,0.0,0.0
,"('West',)",Inglewood,Technology,Phones,344.7,2,0.2,38.78,11.25
,"('West',)",Kent,Furniture,Furnishings,198.46,2,0.0,99.23,50.0
,"('West',)",Kent,Office Supplies,Binders,23.17,2,0.2,7.82,33.75
,"('West',)",Kent,Office Supplies,Labels,786.48,8,0.0,385.38,49.0
,"('West',)",Kent,Technology,Accessories,50.0,2,0.0,10.5,21.0
,"('West',)",La Quinta,Furniture,Chairs,113.37,2,0.3,-3.24,-2.86
,"('West',)",La Quinta,Furniture,Furnishings,258.37,13,1.2,97.65,37.79
,"('West',)",La Quinta,Office Supplies,Binders,1.68,5,0.8,-2.69,-160.12
,"('West',)",La Quinta,Office Supplies,Envelopes,47.98,2,0.0,23.99,50.0
,"('West',)",La Quinta,Office Supplies,Paper,29.9,5,0.0,13.45,44.98
,"('West',)",La Quinta,Office Supplies,Storage,146.73,3,0.0,2.93,2.0
,"('West',)",La Quinta,Technology,Accessories,46.32,4,0.0,18.06,38.99
,"('West',)",Laguna Niguel,Furniture,Bookcases,479.93,5,0.35,-21.14,-4.4
,"('West',)",Laguna Niguel,Furniture,Furnishings,211.83,9,0.0,87.12,41.13
,"('West',)",Laguna Niguel,Furniture,Tables,1762.44,10,0.9,-300.42,-17.05
,"('West',)",Laguna Niguel,Office Supplies,Appliances,87.17,2,0.2,8.72,10.0
,"('West',)",Laguna Niguel,Office Supplies,Art,3.54,2,0.2,0.31,8.76
,"('West',)",Laguna Niguel,Office Supplies,Binders,139.65,26,1.3,33.06,23.67
,"('West',)",Laguna Niguel,Office Supplies,Envelopes,43.7,5,0.0,20.54,47.0
,"('West',)",Laguna Niguel,Office Supplies,Paper,241.78,11,0.0,112.4,46.49
,"('West',)",Laguna Niguel,Office Supplies,Storage,1117.92,4,0.0,55.9,5.0
,"('West',)",Laguna Niguel,Technology,Accessories,999.96,4,0.0,229.99,23.0
,"('West',)",Lake Elsinore,Furniture,Bookcases,183.97,2,0.2,-25.3,-13.75
,"('West',)",Lake Elsinore,Furniture,Chairs,283.92,5,0.2,17.75,6.25
,"('West',)",Lake Elsinore,Furniture,Furnishings,70.56,6,0.0,23.99,34.0
,"('West',)",Lake Elsinore,Office Supplies,Appliances,81.96,2,0.0,22.95,28.0
,"('West',)",Lake Elsinore,Office Supplies,Art,68.97,3,0.0,19.31,28.0
,"('West',)",Lake Elsinore,Office Supplies,Paper,84.62,14,0.0,40.36,47.7
,"('West',)",Lake Elsinore,Technology,Phones,1259.97,3,0.0,327.59,26.0
,"('West',)",Lancaster,Furniture,Bookcases,512.5,3,0.15,-30.15,-5.88
,"('West',)",Lancaster,Furniture,Chairs,348.93,2,0.2,34.89,10.0
,"('West',)",Lancaster,Furniture,Furnishings,119.16,12,0.0,43.04,36.12
,"('West',)",Lancaster,Furniture,Tables,557.59,5,0.3,0.0,0.0
,"('West',)",Lancaster,Office Supplies,Art,89.43,5,0.2,24.46,27.35
,"('West',)",Lancaster,Office Supplies,Binders,135.89,16,2.0,35.38,26.04
,"('West',)",Lancaster,Office Supplies,Paper,70.08,5,0.2,24.53,35.0
,"('West',)",Lancaster,Technology,Phones,1102.68,15,0.4,188.83,17.12
,"('West',)",Las Cruces,Furniture,Furnishings,41.37,3,0.0,17.38,42.01
,"('West',)",Las Cruces,Office Supplies,Appliances,19.75,5,0.0,5.14,26.03
,"('West',)",Las Cruces,Office Supplies,Art,43.36,18,0.2,11.88,27.4
,"('West',)",Las Cruces,Office Supplies,Supplies,3.1,1,0.2,0.35,11.29
,"('West',)",Las Cruces,Technology,Accessories,393.54,3,0.0,165.29,42.0
,"('West',)",Las Cruces,Technology,Machines,83.9,2,0.0,22.65,27.0
,"('West',)",Las Vegas,Office Supplies,Binders,94.79,8,0.2,34.51,36.41
,"('West',)",Las Vegas,Office Supplies,Storage,353.05,7,0.0,7.06,2.0
,"('West',)",Las Vegas,Technology,Phones,546.06,3,0.0,163.82,30.0
,"('West',)",Lehi,Office Supplies,Appliances,48.78,1,0.2,3.66,7.5
,"('West',)",Lehi,Office Supplies,Binders,13.09,4,0.7,-10.04,-76.7
,"('West',)",Lehi,Office Supplies,Labels,9.82,2,0.0,4.81,48.98
,"('West',)",Lehi,Technology,Phones,16.78,3,0.2,1.68,10.01
,"('West',)",Littleton,Furniture,Bookcases,425.86,3,0.9,-143.0,-33.58
,"('West',)",Littleton,Furniture,Furnishings,70.92,4,0.0,27.78,39.17
,"('West',)",Littleton,Office Supplies,Appliances,15.56,4,0.0,4.05,26.03
,"('West',)",Littleton,Office Supplies,Binders,14.67,3,0.0,6.75,46.01
,"('West',)",Littleton,Office Supplies,Paper,76.86,2,0.2,26.9,35.0
,"('West',)",Long Beach,Furniture,Bookcases,289.57,2,0.2,10.86,3.75
,"('West',)",Long Beach,Furniture,Chairs,1698.66,14,0.3,162.17,9.55
,"('West',)",Long Beach,Furniture,Furnishings,813.45,31,1.0,182.38,22.42
,"('West',)",Long Beach,Furniture,Tables,369.91,3,0.2,-13.87,-3.75
,"('West',)",Long Beach,Office Supplies,Appliances,610.52,16,0.6,74.27,12.17
,"('West',)",Long Beach,Office Supplies,Art,63.55,5,0.2,16.54,26.03
,"('West',)",Long Beach,Office Supplies,Binders,29.3,9,1.6,-7.79,-26.59
,"('West',)",Long Beach,Office Supplies,Fasteners,14.07,5,0.2,5.91,42.0
,"('West',)",Long Beach,Office Supplies,Labels,40.1,4,0.2,13.53,33.74
,"('West',)",Long Beach,Office Supplies,Paper,200.4,22,0.4,95.43,47.62
,"('West',)",Long Beach,Office Supplies,Storage,193.38,22,0.2,33.75,17.45
,"('West',)",Long Beach,Office Supplies,Supplies,39.22,6,0.0,11.45,29.19
,"('West',)",Long Beach,Technology,Accessories,833.44,14,0.4,170.12,20.41
,"('West',)",Long Beach,Technology,Copiers,439.99,1,0.2,165.0,37.5
,"('West',)",Long Beach,Technology,Machines,566.27,5,0.9,131.2,23.17
,"('West',)",Long Beach,Technology,Phones,1566.51,21,1.2,165.57,10.57
,"('West',)",Los Angeles,Furniture,Bookcases,5422.8,53,3.61,-536.92,-9.9
,"('West',)",Los Angeles,Furniture,Chairs,23284.78,166,9.2,720.57,3.09
,"('West',)",Los Angeles,Furniture,Furnishings,5799.08,247,6.8,1230.94,21.23
,"('West',)",Los Angeles,Furniture,Tables,17687.07,111,7.35,-1619.32,-9.16
,"('West',)",Los Angeles,Office Supplies,Appliances,6269.23,119,3.0,1575.7,25.13
,"('West',)",Los Angeles,Office Supplies,Art,1340.42,194,2.8,375.97,28.05
,"('West',)",Los Angeles,Office Supplies,Binders,13441.86,445,45.3,-2665.09,-19.83
,"('West',)",Los Angeles,Office Supplies,Envelopes,1548.21,81,2.6,637.86,41.2
,"('West',)",Los Angeles,Office Supplies,Fasteners,384.41,93,1.8,110.94,28.86
,"('West',)",Los Angeles,Office Supplies,Labels,641.06,108,1.6,290.08,45.25
,"('West',)",Los Angeles,Office Supplies,Paper,5498.44,367,8.0,2386.61,43.41
,"('West',)",Los Angeles,Office Supplies,Storage,11999.2,240,3.6,1116.85,9.31
,"('West',)",Los Angeles,Office Supplies,Supplies,5461.4,65,0.4,221.1,4.05
,"('West',)",Los Angeles,Technology,Accessories,9296.51,183,3.6,2625.13,28.24
,"('West',)",Los Angeles,Technology,Copiers,4239.92,10,0.6,1379.97,32.55
,"('West',)",Los Angeles,Technology,Machines,4839.77,33,2.7,879.92,18.18
,"('West',)",Los Angeles,Technology,Phones,24616.63,241,11.4,2383.46,9.68
,"('West',)",Louisville,Furniture,Bookcases,572.44,6,0.15,27.88,4.87
,"('West',)",Louisville,Furniture,Chairs,1309.67,11,0.8,69.64,5.32
,"('West',)",Louisville,Furniture,Furnishings,25.08,6,0.0,9.03,36.0
,"('West',)",Louisville,Furniture,Tables,145.98,2,0.5,-99.27,-68.0
,"('West',)",Louisville,Office Supplies,Art,156.34,20,0.4,47.9,30.64
,"('West',)",Louisville,Office Supplies,Binders,2586.77,18,2.8,1237.88,47.85
,"('West',)",Louisville,Office Supplies,Envelopes,16.56,2,0.0,7.78,46.98
,"('West',)",Louisville,Office Supplies,Fasteners,10.65,3,0.0,5.01,47.04
,"('West',)",Louisville,Office Supplies,Paper,139.53,20,0.4,59.18,42.41
,"('West',)",Louisville,Technology,Accessories,36.24,1,0.0,15.22,42.0
,"('West',)",Louisville,Technology,Machines,2549.99,5,0.7,-3399.98,-133.33
,"('West',)",Louisville,Technology,Phones,1313.92,9,0.4,201.05,15.3
,"('West',)",Manteca,Furniture,Chairs,2639.82,11,0.4,329.97,12.5
,"('West',)",Manteca,Office Supplies,Appliances,41.95,5,0.0,10.49,25.01
,"('West',)",Manteca,Office Supplies,Art,27.0,7,0.0,8.67,32.11
,"('West',)",Manteca,Office Supplies,Binders,169.99,1,0.0,78.2,46.0
,"('West',)",Manteca,Office Supplies,Envelopes,22.18,2,0.0,10.87,49.01
,"('West',)",Manteca,Office Supplies,Labels,15.75,5,0.0,7.56,48.0
,"('West',)",Manteca,Office Supplies,Paper,387.77,17,0.0,186.12,48.0
,"('West',)",Manteca,Office Supplies,Storage,3050.99,9,0.0,639.17,20.95
,"('West',)",Manteca,Technology,Phones,4248.81,10,0.2,389.07,9.16
,"('West',)",Marysville,Furniture,Furnishings,120.58,8,0.2,33.16,27.5
,"('West',)",Marysville,Furniture,Tables,2665.62,9,0.0,239.91,9.0
,"('West',)",Marysville,Office Supplies,Appliances,267.93,18,0.0,74.42,27.78
,"('West',)",Marysville,Office Supplies,Art,38.45,6,0.0,10.9,28.35
,"('West',)",Marysville,Office Supplies,Binders,166.92,15,1.1,-85.31,-51.11
,"('West',)",Marysville,Office Supplies,Fasteners,10.47,3,0.0,4.82,46.04
,"('West',)",Marysville,Office Supplies,Labels,11.07,3,0.0,5.2,46.97
,"('West',)",Marysville,Technology,Phones,141.74,12,0.6,3.81,2.69
,"('West',)",Mesa,Furniture,Chairs,2350.52,13,0.3,460.89,19.61
,"('West',)",Mesa,Furniture,Furnishings,359.29,12,0.0,110.53,30.76
,"('West',)",Mesa,Furniture,Tables,283.56,4,0.0,45.37,16.0
,"('West',)",Mesa,Office Supplies,Appliances,2981.0,17,0.3,791.45,26.55
,"('West',)",Mesa,Office Supplies,Art,84.61,6,0.2,24.4,28.84
,"('West',)",Mesa,Office Supplies,Binders,469.24,45,3.8,-7.51,-1.6
,"('West',)",Mesa,Office Supplies,Envelopes,30.74,4,0.0,15.07,49.02
,"('West',)",Mesa,Office Supplies,Labels,498.46,8,0.2,243.37,48.82
,"('West',)",Mesa,Office Supplies,Paper,222.59,24,0.6,92.2,41.42
,"('West',)",Mesa,Office Supplies,Storage,1561.35,24,1.0,109.51,7.01
,"('West',)",Mesa,Technology,Accessories,745.92,8,0.4,160.79,21.56
,"('West',)",Mesa,Technology,Phones,479.9,13,0.8,65.4,13.63
,"('West',)",Mission Viejo,Furniture,Bookcases,290.67,2,0.15,3.42,1.18
,"('West',)",Mission Viejo,Furniture,Chairs,2274.47,25,0.5,386.85,17.01
,"('West',)",Mission Viejo,Furniture,Furnishings,794.88,17,1.0,185.25,23.31
,"('West',)",Mission Viejo,Office Supplies,Appliances,261.7,9,0.0,78.7,30.07
,"('West',)",Mission Viejo,Office Supplies,Art,54.6,21,0.2,14.36,26.3
,"('West',)",Mission Viejo,Office Supplies,Binders,101.75,15,0.9,24.78,24.35
,"('West',)",Mission Viejo,Office Supplies,Fasteners,11.62,2,0.0,3.6,30.98
,"('West',)",Mission Viejo,Office Supplies,Labels,32.01,9,0.0,15.25,47.64
,"('West',)",Mission Viejo,Office Supplies,Paper,56.77,11,0.2,26.16,46.08
,"('West',)",Mission Viejo,Office Supplies,Storage,853.42,25,0.6,155.63,18.24
,"('West',)",Mission Viejo,Technology,Accessories,370.03,19,0.0,135.53,36.63
,"('West',)",Mission Viejo,Technology,Copiers,1399.98,2,0.0,629.99,45.0
,"('West',)",Mission Viejo,Technology,Machines,2912.96,7,0.7,-847.8,-29.1
,"('West',)",Mission Viejo,Technology,Phones,2480.14,22,1.2,-496.03,-20.0
,"('West',)",Murray,Furniture,Furnishings,104.7,16,0.6,27.87,26.62
,"('West',)",Murray,Furniture,Tables,2783.41,12,1.2,-1122.77,-40.34
,"('West',)",Murray,Office Supplies,Art,4.66,2,0.0,1.35,28.97
,"('West',)",Murray,Office Supplies,Binders,157.79,18,2.8,-68.86,-43.64
,"('West',)",Murray,Office Supplies,Envelopes,52.34,2,0.0,24.6,47.0
,"('West',)",Murray,Office Supplies,Fasteners,18.94,3,0.2,5.92,31.26
,"('West',)",Murray,Office Supplies,Labels,44.4,3,0.0,22.2,50.0
,"('West',)",Murray,Office Supplies,Paper,106.52,15,0.2,48.61,45.63
,"('West',)",Murray,Office Supplies,Storage,721.78,14,0.2,102.02,14.13
,"('West',)",Murray,Technology,Accessories,659.95,10,0.0,161.24,24.43
,"('West',)",Murray,Technology,Machines,2321.9,2,0.0,1114.51,48.0
,"('West',)",Murray,Technology,Phones,222.38,2,0.2,16.68,7.5
,"('West',)",Murrieta,Furniture,Furnishings,16.19,2,0.6,-8.5,-52.5
,"('West',)",Murrieta,Furniture,Tables,425.07,5,0.75,-178.89,-42.08
,"('West',)",Murrieta,Office Supplies,Binders,505.18,4,0.7,-336.78,-66.67
,"('West',)",Murrieta,Office Supplies,Envelopes,29.81,2,0.2,10.81,36.26
,"('West',)",Murrieta,Office Supplies,Storage,685.19,12,0.4,63.21,9.23
,"('West',)",Murrieta,Technology,Accessories,25.49,2,0.2,4.46,17.5
,"('West',)",North Las Vegas,Furniture,Furnishings,20.32,5,0.2,3.56,17.52
,"('West',)",North Las Vegas,Office Supplies,Binders,57.86,4,0.4,20.04,34.64
,"('West',)",North Las Vegas,Office Supplies,Envelopes,55.94,8,0.2,18.88,33.75
,"('West',)",North Las Vegas,Office Supplies,Labels,18.43,8,0.2,5.99,32.5
,"('West',)",North Las Vegas,Office Supplies,Paper,9.96,2,0.0,4.88,49.0
,"('West',)",North Las Vegas,Technology,Accessories,58.58,2,0.0,19.33,33.0
,"('West',)",Oakland,Furniture,Bookcases,301.47,3,0.5,-205.0,-68.0
,"('West',)",Oakland,Furniture,Chairs,499.3,9,0.2,88.29,17.68
,"('West',)",Oakland,Furniture,Furnishings,1077.61,20,0.8,121.27,11.25
,"('West',)",Oakland,Furniture,Tables,568.73,3,0.2,28.44,5.0
,"('West',)",Oakland,Office Supplies,Appliances,203.52,3,0.0,54.95,27.0
,"('West',)",Oakland,Office Supplies,Art,133.6,16,0.0,36.65,27.43
,"('West',)",Oakland,Office Supplies,Binders,414.81,19,1.0,-253.15,-61.03
